{'device_num': 4, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5575901463214397, 'min_train_loss': 4.315377291291952, 'min_test_loss': 1.0904287601432152, 'k_fold': 1}
{'device_num': 4, 'dropout_rate1': 0.1484592511758879, 'dropout_rate2': 0.1225106459921125, 'dropout_rate_fc': 0.3966971728178741, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 239, 'fc_hidden2': 17, 'hidden_dim1': 128, 'hidden_dim2': 1024, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0010601042116527798, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 7, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.6461258428099501, 'min_train_loss': 0.531527574872598, 'min_test_loss': 0.4698434791917126, 'k_fold': 2}
{'device_num': 4, 'dropout_rate1': 0.1484592511758879, 'dropout_rate2': 0.1225106459921125, 'dropout_rate_fc': 0.3966971728178741, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 239, 'fc_hidden2': 17, 'hidden_dim1': 128, 'hidden_dim2': 1024, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0010601042116527798, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 7, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.630642927279946, 'min_train_loss': 0.9859500634483993, 'min_test_loss': 0.48139539515714963, 'k_fold': 3}
{'device_num': 4, 'dropout_rate1': 0.1484592511758879, 'dropout_rate2': 0.1225106459921125, 'dropout_rate_fc': 0.3966971728178741, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 239, 'fc_hidden2': 17, 'hidden_dim1': 128, 'hidden_dim2': 1024, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0010601042116527798, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 7, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.6328326991635311, 'min_train_loss': 0.5492457374930382, 'min_test_loss': 0.477329714153599, 'k_fold': 4}
{'device_num': 4, 'dropout_rate1': 0.1484592511758879, 'dropout_rate2': 0.1225106459921125, 'dropout_rate_fc': 0.3966971728178741, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 239, 'fc_hidden2': 17, 'hidden_dim1': 128, 'hidden_dim2': 1024, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0010601042116527798, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 7, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.6294988884744072, 'min_train_loss': 0.49048949033021927, 'min_test_loss': 0.4791724112849436, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5523747796317132, 'min_train_loss': 4.274027032777667, 'min_test_loss': 1.0764563096995299, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5624354961700544, 'min_train_loss': 4.265289162285626, 'min_test_loss': 1.084850944901085, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5578084903288465, 'min_train_loss': 4.368472473695874, 'min_test_loss': 1.096736053390667, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5485537889626547, 'min_train_loss': 4.336559739895165, 'min_test_loss': 1.0608426021300634, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.13798726336989411, 'dropout_rate2': 0.4517850417291053, 'dropout_rate_fc': 0.3385214251346743, 'embedding_dim1': 256, 'embedding_dim2': 64, 'fc_hidden1': 127, 'fc_hidden2': 36, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 128, 'latent_dim2': 128, 'num_head1': 8, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.00200054708177843, 'train_batch_size': 256, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.5446281117549423, 'min_train_loss': 4.376787641085684, 'min_test_loss': 1.116329787854409, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.424687491670509, 'dropout_rate2': 0.35929987421535525, 'dropout_rate_fc': 0.10808074849125889, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 241, 'fc_hidden2': 26, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.001574985651549546, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5652495098821965, 'min_train_loss': 2.1296376259997487, 'min_test_loss': 0.553181817760395, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.424687491670509, 'dropout_rate2': 0.35929987421535525, 'dropout_rate_fc': 0.10808074849125889, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 241, 'fc_hidden2': 26, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.001574985651549546, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5664316308363658, 'min_train_loss': 2.009952511638403, 'min_test_loss': 0.5458834934657868, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.424687491670509, 'dropout_rate2': 0.35929987421535525, 'dropout_rate_fc': 0.10808074849125889, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 241, 'fc_hidden2': 26, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.001574985651549546, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5892540232369162, 'min_train_loss': 2.0289962543174624, 'min_test_loss': 0.5274352626781551, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.424687491670509, 'dropout_rate2': 0.35929987421535525, 'dropout_rate_fc': 0.10808074849125889, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 241, 'fc_hidden2': 26, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.001574985651549546, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5867011271528718, 'min_train_loss': 2.102401316165924, 'min_test_loss': 0.5179342534451251, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.424687491670509, 'dropout_rate2': 0.35929987421535525, 'dropout_rate_fc': 0.10808074849125889, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 241, 'fc_hidden2': 26, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.001574985651549546, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5788284756047138, 'min_train_loss': 1.990852728486061, 'min_test_loss': 0.5199346931154976, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.4771587024500443, 'dropout_rate2': 0.10789462213887742, 'dropout_rate_fc': 0.44624057951268137, 'embedding_dim1': 64, 'embedding_dim2': 512, 'fc_hidden1': 217, 'fc_hidden2': 52, 'hidden_dim1': 512, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0010486623199515454, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 3, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.585159007309582, 'min_train_loss': 2.049380869604647, 'min_test_loss': 0.5309791163212516, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.4771587024500443, 'dropout_rate2': 0.10789462213887742, 'dropout_rate_fc': 0.44624057951268137, 'embedding_dim1': 64, 'embedding_dim2': 512, 'fc_hidden1': 217, 'fc_hidden2': 52, 'hidden_dim1': 512, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0010486623199515454, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 3, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.5726439380317846, 'min_train_loss': 2.044195565395057, 'min_test_loss': 0.5383800623278159, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.4771587024500443, 'dropout_rate2': 0.10789462213887742, 'dropout_rate_fc': 0.44624057951268137, 'embedding_dim1': 64, 'embedding_dim2': 512, 'fc_hidden1': 217, 'fc_hidden2': 52, 'hidden_dim1': 512, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0010486623199515454, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 3, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.5626254985328022, 'min_train_loss': 2.111305395141244, 'min_test_loss': 0.5654152106716943, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.4771587024500443, 'dropout_rate2': 0.10789462213887742, 'dropout_rate_fc': 0.44624057951268137, 'embedding_dim1': 64, 'embedding_dim2': 512, 'fc_hidden1': 217, 'fc_hidden2': 52, 'hidden_dim1': 512, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0010486623199515454, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 3, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.5768124244133012, 'min_train_loss': 2.0912470500916243, 'min_test_loss': 0.5408662896589812, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.4771587024500443, 'dropout_rate2': 0.10789462213887742, 'dropout_rate_fc': 0.44624057951268137, 'embedding_dim1': 64, 'embedding_dim2': 512, 'fc_hidden1': 217, 'fc_hidden2': 52, 'hidden_dim1': 512, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0010486623199515454, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 3, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.5467679293902837, 'min_train_loss': 2.0316719226539135, 'min_test_loss': 0.5477610366816307, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.4890350940541366, 'dropout_rate2': 0.15256054435826394, 'dropout_rate_fc': 0.4957253330622795, 'embedding_dim1': 256, 'embedding_dim2': 128, 'fc_hidden1': 115, 'fc_hidden2': 50, 'hidden_dim1': 256, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.003577099778867338, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 6, 'transformer_num_layers2': 3, 'correlation_coefficient': 0.1168336387415589, 'min_train_loss': 3.069566583260894, 'min_test_loss': 0.7836969659619195, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.4890350940541366, 'dropout_rate2': 0.15256054435826394, 'dropout_rate_fc': 0.4957253330622795, 'embedding_dim1': 256, 'embedding_dim2': 128, 'fc_hidden1': 115, 'fc_hidden2': 50, 'hidden_dim1': 256, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.003577099778867338, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 6, 'transformer_num_layers2': 3, 'correlation_coefficient': 0.18341375886688902, 'min_train_loss': 3.0543507989495993, 'min_test_loss': 0.7944406726633082, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.4890350940541366, 'dropout_rate2': 0.15256054435826394, 'dropout_rate_fc': 0.4957253330622795, 'embedding_dim1': 256, 'embedding_dim2': 128, 'fc_hidden1': 115, 'fc_hidden2': 50, 'hidden_dim1': 256, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.003577099778867338, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 6, 'transformer_num_layers2': 3, 'correlation_coefficient': 0.11094296294749072, 'min_train_loss': 3.0753724239766598, 'min_test_loss': 0.7741802505043783, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.4890350940541366, 'dropout_rate2': 0.15256054435826394, 'dropout_rate_fc': 0.4957253330622795, 'embedding_dim1': 256, 'embedding_dim2': 128, 'fc_hidden1': 115, 'fc_hidden2': 50, 'hidden_dim1': 256, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.003577099778867338, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 6, 'transformer_num_layers2': 3, 'correlation_coefficient': 0.11786833509531541, 'min_train_loss': 3.0666305888444185, 'min_test_loss': 0.7777667821113678, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.4890350940541366, 'dropout_rate2': 0.15256054435826394, 'dropout_rate_fc': 0.4957253330622795, 'embedding_dim1': 256, 'embedding_dim2': 128, 'fc_hidden1': 115, 'fc_hidden2': 50, 'hidden_dim1': 256, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.003577099778867338, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 6, 'transformer_num_layers2': 3, 'correlation_coefficient': 0.11124650588507323, 'min_train_loss': 3.0509476829320192, 'min_test_loss': 0.8017793227732102, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.4483908882993608, 'dropout_rate2': 0.3322850441014975, 'dropout_rate_fc': 0.30590211487430075, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 61, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.005121626745340612, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.5984670348866548, 'min_train_loss': 1.9881114922463894, 'min_test_loss': 0.5182862091135623, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.4483908882993608, 'dropout_rate2': 0.3322850441014975, 'dropout_rate_fc': 0.30590211487430075, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 61, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.005121626745340612, 'train_batch_size': 512, 'train_epochs_num': 400, 'transformer_num_layers1': 11, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.5667969127702952, 'min_train_loss': 2.077142265625298, 'min_test_loss': 0.5771064548789917, 'k_fold': 2}
