{'device_num': 2, 'dropout_rate1': 0.3258494549467406, 'dropout_rate2': 0.2974783660130027, 'dropout_rate_fc': 0.3134874750986153, 'embedding_dim1': 64, 'embedding_dim2': 256, 'fc_hidden1': 109, 'fc_hidden2': 56, 'hidden_dim1': 1024, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 256, 'num_head1': 8, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0010350836441350173, 'train_batch_size': 512, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.6515956920668812, 'min_train_loss': -0.8448329418897629, 'min_test_loss': 0.03345945127818533, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.2297533939780843, 'dropout_rate2': 0.4466108146320652, 'dropout_rate_fc': 0.28514884508569016, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 231, 'fc_hidden2': 13, 'hidden_dim1': 512, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 64, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.008780786725017982, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.43243865787518565, 'min_train_loss': -0.473997025327249, 'min_test_loss': 0.04883527854270914, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.2297533939780843, 'dropout_rate2': 0.4466108146320652, 'dropout_rate_fc': 0.28514884508569016, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 231, 'fc_hidden2': 13, 'hidden_dim1': 512, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 64, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.008780786725017982, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.43593528400994025, 'min_train_loss': -0.45262100344354456, 'min_test_loss': 0.05210919477692705, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.2297533939780843, 'dropout_rate2': 0.4466108146320652, 'dropout_rate_fc': 0.28514884508569016, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 231, 'fc_hidden2': 13, 'hidden_dim1': 512, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 64, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.008780786725017982, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.4620815779016536, 'min_train_loss': -0.46971340342001483, 'min_test_loss': 0.04970275232051324, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.2297533939780843, 'dropout_rate2': 0.4466108146320652, 'dropout_rate_fc': 0.28514884508569016, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 231, 'fc_hidden2': 13, 'hidden_dim1': 512, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 64, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.008780786725017982, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.4094943365653565, 'min_train_loss': -0.43895484642548993, 'min_test_loss': 0.05105060065481997, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.35014031132293, 'dropout_rate2': 0.18134672869029883, 'dropout_rate_fc': 0.14649372752280576, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 190, 'fc_hidden2': 28, 'hidden_dim1': 1024, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0021519911441092486, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.522575699149015, 'min_train_loss': -0.5487976372241974, 'min_test_loss': 0.0480940699224632, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.35014031132293, 'dropout_rate2': 0.18134672869029883, 'dropout_rate_fc': 0.14649372752280576, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 190, 'fc_hidden2': 28, 'hidden_dim1': 1024, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0021519911441092486, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.49615610141674427, 'min_train_loss': -0.5373382812196558, 'min_test_loss': 0.050580810606245585, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.35014031132293, 'dropout_rate2': 0.18134672869029883, 'dropout_rate_fc': 0.14649372752280576, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 190, 'fc_hidden2': 28, 'hidden_dim1': 1024, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0021519911441092486, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.49397132656059906, 'min_train_loss': -0.5111253627321937, 'min_test_loss': 0.050562571734019235, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.35014031132293, 'dropout_rate2': 0.18134672869029883, 'dropout_rate_fc': 0.14649372752280576, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 190, 'fc_hidden2': 28, 'hidden_dim1': 1024, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0021519911441092486, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.5218778602228634, 'min_train_loss': -0.5471088208935477, 'min_test_loss': 0.04783312341822044, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.35014031132293, 'dropout_rate2': 0.18134672869029883, 'dropout_rate_fc': 0.14649372752280576, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 190, 'fc_hidden2': 28, 'hidden_dim1': 1024, 'hidden_dim2': 512, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0021519911441092486, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 8, 'transformer_num_layers2': 2, 'correlation_coefficient': 0.49688607296104914, 'min_train_loss': -0.5314987708221782, 'min_test_loss': 0.048498337436725124, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.1423914911712365, 'dropout_rate2': 0.2868725714372582, 'dropout_rate_fc': 0.30691694645158607, 'embedding_dim1': 64, 'embedding_dim2': 128, 'fc_hidden1': 253, 'fc_hidden2': 9, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.006332836778046989, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.5240513651421908, 'min_train_loss': -0.6662049483169209, 'min_test_loss': 0.04731831473188645, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.1423914911712365, 'dropout_rate2': 0.2868725714372582, 'dropout_rate_fc': 0.30691694645158607, 'embedding_dim1': 64, 'embedding_dim2': 128, 'fc_hidden1': 253, 'fc_hidden2': 9, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.006332836778046989, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.5200161896637434, 'min_train_loss': -0.6586117094213312, 'min_test_loss': 0.0470485279747731, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.1423914911712365, 'dropout_rate2': 0.2868725714372582, 'dropout_rate_fc': 0.30691694645158607, 'embedding_dim1': 64, 'embedding_dim2': 128, 'fc_hidden1': 253, 'fc_hidden2': 9, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.006332836778046989, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.5218157016976693, 'min_train_loss': -0.6221999526023865, 'min_test_loss': 0.045974068775266795, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.1423914911712365, 'dropout_rate2': 0.2868725714372582, 'dropout_rate_fc': 0.30691694645158607, 'embedding_dim1': 64, 'embedding_dim2': 128, 'fc_hidden1': 253, 'fc_hidden2': 9, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.006332836778046989, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 1, 'correlation_coefficient': 0, 'min_train_loss': 0.5010579973459244, 'min_test_loss': 0.5086534300049419, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.1423914911712365, 'dropout_rate2': 0.2868725714372582, 'dropout_rate_fc': 0.30691694645158607, 'embedding_dim1': 64, 'embedding_dim2': 128, 'fc_hidden1': 253, 'fc_hidden2': 9, 'hidden_dim1': 64, 'hidden_dim2': 512, 'l2_regularization': 2e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 4, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.006332836778046989, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 1, 'correlation_coefficient': 0.548403110344967, 'min_train_loss': -0.6857692951505835, 'min_test_loss': 0.04692838140720714, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.37877085960695955, 'dropout_rate2': 0.29993245332698837, 'dropout_rate_fc': 0.31350908184723025, 'embedding_dim1': 64, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 256, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0032711051040988067, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.6086342147309062, 'min_train_loss': -0.7500589679587971, 'min_test_loss': 0.03788476328151242, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.37877085960695955, 'dropout_rate2': 0.29993245332698837, 'dropout_rate_fc': 0.31350908184723025, 'embedding_dim1': 64, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 256, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0032711051040988067, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.5894721949658599, 'min_train_loss': -0.7214581397446719, 'min_test_loss': 0.040464090253671564, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.37877085960695955, 'dropout_rate2': 0.29993245332698837, 'dropout_rate_fc': 0.31350908184723025, 'embedding_dim1': 64, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 256, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0032711051040988067, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.6145961003987901, 'min_train_loss': -0.7522368864579634, 'min_test_loss': 0.037274064447897416, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.37877085960695955, 'dropout_rate2': 0.29993245332698837, 'dropout_rate_fc': 0.31350908184723025, 'embedding_dim1': 64, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 256, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0032711051040988067, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.5910480193705078, 'min_train_loss': -0.7529439546845176, 'min_test_loss': 0.04020226701407244, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.37877085960695955, 'dropout_rate2': 0.29993245332698837, 'dropout_rate_fc': 0.31350908184723025, 'embedding_dim1': 64, 'embedding_dim2': 64, 'fc_hidden1': 177, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 256, 'num_head1': 16, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0032711051040988067, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.6133653359827073, 'min_train_loss': -0.7431193563071165, 'min_test_loss': 0.03736474769021151, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.22108603223509515, 'dropout_rate2': 0.4971005669331351, 'dropout_rate_fc': 0.11159348574794925, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 90, 'fc_hidden2': 32, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 256, 'num_head1': 2, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.005822968248963112, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 2, 'transformer_num_layers2': 10, 'correlation_coefficient': 0, 'min_train_loss': 0.376209470866756, 'min_test_loss': 0.5072842277084342, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.22108603223509515, 'dropout_rate2': 0.4971005669331351, 'dropout_rate_fc': 0.11159348574794925, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 90, 'fc_hidden2': 32, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 256, 'num_head1': 2, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.005822968248963112, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 2, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.3454580298756338, 'min_train_loss': -0.30725283243439416, 'min_test_loss': 0.05036468772804261, 'k_fold': 2}
{'device_num': 2, 'dropout_rate1': 0.22108603223509515, 'dropout_rate2': 0.4971005669331351, 'dropout_rate_fc': 0.11159348574794925, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 90, 'fc_hidden2': 32, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 256, 'num_head1': 2, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.005822968248963112, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 2, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.41034263070033195, 'min_train_loss': -0.3645855459299954, 'min_test_loss': 0.048385808316006675, 'k_fold': 3}
{'device_num': 2, 'dropout_rate1': 0.22108603223509515, 'dropout_rate2': 0.4971005669331351, 'dropout_rate_fc': 0.11159348574794925, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 90, 'fc_hidden2': 32, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 256, 'num_head1': 2, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.005822968248963112, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 2, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.3713944791993929, 'min_train_loss': -0.3379172154448249, 'min_test_loss': 0.04961582648112448, 'k_fold': 4}
{'device_num': 2, 'dropout_rate1': 0.22108603223509515, 'dropout_rate2': 0.4971005669331351, 'dropout_rate_fc': 0.11159348574794925, 'embedding_dim1': 128, 'embedding_dim2': 128, 'fc_hidden1': 90, 'fc_hidden2': 32, 'hidden_dim1': 1024, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 512, 'latent_dim2': 256, 'num_head1': 2, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.005822968248963112, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 2, 'transformer_num_layers2': 10, 'correlation_coefficient': 0.40190243531595593, 'min_train_loss': -0.3353730548511852, 'min_test_loss': 0.05212033024371072, 'k_fold': 5}
{'device_num': 2, 'dropout_rate1': 0.18219316322529322, 'dropout_rate2': 0.17217418123447065, 'dropout_rate_fc': 0.3459129437937011, 'embedding_dim1': 256, 'embedding_dim2': 256, 'fc_hidden1': 102, 'fc_hidden2': 23, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0031384057259788126, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 3, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.3302867931117613, 'min_train_loss': -0.24804006042805585, 'min_test_loss': 0.05218711913508906, 'k_fold': 1}
{'device_num': 2, 'dropout_rate1': 0.18219316322529322, 'dropout_rate2': 0.17217418123447065, 'dropout_rate_fc': 0.3459129437937011, 'embedding_dim1': 256, 'embedding_dim2': 256, 'fc_hidden1': 102, 'fc_hidden2': 23, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 2, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0031384057259788126, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 3, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.3000455776902516, 'min_train_loss': -0.22730823809450323, 'min_test_loss': 0.05294593952705298, 'k_fold': 2}
