{'device_num': 6, 'dropout_rate1': 0.3258494549467406, 'dropout_rate2': 0.2974783660130027, 'dropout_rate_fc': 0.3134874750986153, 'embedding_dim1': 64, 'embedding_dim2': 256, 'fc_hidden1': 109, 'fc_hidden2': 56, 'hidden_dim1': 1024, 'hidden_dim2': 256, 'l2_regularization': 5e-05, 'latent_dim1': 64, 'latent_dim2': 256, 'num_head1': 8, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.0010350836441350173, 'train_batch_size': 512, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 9, 'correlation_coefficient': 0, 'min_train_loss': 10.309379488229752, 'min_test_loss': 2.5456575576908964, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.10645654578639659, 'dropout_rate2': 0.34220629405556857, 'dropout_rate_fc': 0.4302544413221536, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 211, 'fc_hidden2': 52, 'hidden_dim1': 128, 'hidden_dim2': 128, 'l2_regularization': 5e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0019876781263572243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.4248506834329339, 'min_train_loss': -9.041285753250122, 'min_test_loss': 0.1565998880354968, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.10645654578639659, 'dropout_rate2': 0.34220629405556857, 'dropout_rate_fc': 0.4302544413221536, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 211, 'fc_hidden2': 52, 'hidden_dim1': 128, 'hidden_dim2': 128, 'l2_regularization': 5e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0019876781263572243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.21833550455011885, 'min_train_loss': -3.562573656439781, 'min_test_loss': 0.17412821072527757, 'k_fold': 2}
{'device_num': 6, 'dropout_rate1': 0.10645654578639659, 'dropout_rate2': 0.34220629405556857, 'dropout_rate_fc': 0.4302544413221536, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 211, 'fc_hidden2': 52, 'hidden_dim1': 128, 'hidden_dim2': 128, 'l2_regularization': 5e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0019876781263572243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.567056791175363, 'min_train_loss': -12.067729890346527, 'min_test_loss': 0.12995546882371695, 'k_fold': 3}
{'device_num': 6, 'dropout_rate1': 0.10645654578639659, 'dropout_rate2': 0.34220629405556857, 'dropout_rate_fc': 0.4302544413221536, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 211, 'fc_hidden2': 52, 'hidden_dim1': 128, 'hidden_dim2': 128, 'l2_regularization': 5e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0019876781263572243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.48153809767898054, 'min_train_loss': -10.208571553230286, 'min_test_loss': 0.14621826397599397, 'k_fold': 4}
{'device_num': 6, 'dropout_rate1': 0.10645654578639659, 'dropout_rate2': 0.34220629405556857, 'dropout_rate_fc': 0.4302544413221536, 'embedding_dim1': 512, 'embedding_dim2': 256, 'fc_hidden1': 211, 'fc_hidden2': 52, 'hidden_dim1': 128, 'hidden_dim2': 128, 'l2_regularization': 5e-05, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.0019876781263572243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 10, 'transformer_num_layers2': 5, 'correlation_coefficient': 0.42461245284246624, 'min_train_loss': -9.537868916988373, 'min_test_loss': 0.1528073238335655, 'k_fold': 5}
{'device_num': 6, 'dropout_rate1': 0.17590476393619633, 'dropout_rate2': 0.43091336038449857, 'dropout_rate_fc': 0.3766894881239148, 'embedding_dim1': 128, 'embedding_dim2': 64, 'fc_hidden1': 181, 'fc_hidden2': 46, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0009536077942704124, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.8312720577377332, 'min_train_loss': -16.10102766752243, 'min_test_loss': 0.052581003804874654, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.17590476393619633, 'dropout_rate2': 0.43091336038449857, 'dropout_rate_fc': 0.3766894881239148, 'embedding_dim1': 128, 'embedding_dim2': 64, 'fc_hidden1': 181, 'fc_hidden2': 46, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0009536077942704124, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.836857776021162, 'min_train_loss': -16.21774846315384, 'min_test_loss': 0.038313140753816984, 'k_fold': 2}
{'device_num': 6, 'dropout_rate1': 0.17590476393619633, 'dropout_rate2': 0.43091336038449857, 'dropout_rate_fc': 0.3766894881239148, 'embedding_dim1': 128, 'embedding_dim2': 64, 'fc_hidden1': 181, 'fc_hidden2': 46, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0009536077942704124, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.8345307572144551, 'min_train_loss': -16.214691817760468, 'min_test_loss': 0.045448164806136, 'k_fold': 3}
{'device_num': 6, 'dropout_rate1': 0.17590476393619633, 'dropout_rate2': 0.43091336038449857, 'dropout_rate_fc': 0.3766894881239148, 'embedding_dim1': 128, 'embedding_dim2': 64, 'fc_hidden1': 181, 'fc_hidden2': 46, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0009536077942704124, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.8502093012878192, 'min_train_loss': -16.14869600534439, 'min_test_loss': 0.042104586041291595, 'k_fold': 4}
{'device_num': 6, 'dropout_rate1': 0.17590476393619633, 'dropout_rate2': 0.43091336038449857, 'dropout_rate_fc': 0.3766894881239148, 'embedding_dim1': 128, 'embedding_dim2': 64, 'fc_hidden1': 181, 'fc_hidden2': 46, 'hidden_dim1': 64, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 512, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 4, 'seq_len': 20, 'train_base_learning_rate': 0.0009536077942704124, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 4, 'correlation_coefficient': 0.8209717467436731, 'min_train_loss': -16.11057436466217, 'min_test_loss': 0.041241547678078284, 'k_fold': 5}
{'device_num': 6, 'dropout_rate1': 0.2949855622575498, 'dropout_rate2': 0.27536398288040376, 'dropout_rate_fc': 0.3621919317178214, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 135, 'fc_hidden2': 11, 'hidden_dim1': 256, 'hidden_dim2': 128, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 64, 'num_head1': 4, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.002043648950968025, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 6, 'correlation_coefficient': 0.8056275328872876, 'min_train_loss': -15.675328135490417, 'min_test_loss': 0.06242181008583085, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.2949855622575498, 'dropout_rate2': 0.27536398288040376, 'dropout_rate_fc': 0.3621919317178214, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 135, 'fc_hidden2': 11, 'hidden_dim1': 256, 'hidden_dim2': 128, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 64, 'num_head1': 4, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.002043648950968025, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 6, 'correlation_coefficient': 0.8288743645479062, 'min_train_loss': -15.783484160900116, 'min_test_loss': 0.045118728469842745, 'k_fold': 2}
{'device_num': 6, 'dropout_rate1': 0.2949855622575498, 'dropout_rate2': 0.27536398288040376, 'dropout_rate_fc': 0.3621919317178214, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 135, 'fc_hidden2': 11, 'hidden_dim1': 256, 'hidden_dim2': 128, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 64, 'num_head1': 4, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.002043648950968025, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 6, 'correlation_coefficient': 0.7766852463028094, 'min_train_loss': -15.499593079090118, 'min_test_loss': 0.06550230320732808, 'k_fold': 3}
{'device_num': 6, 'dropout_rate1': 0.2949855622575498, 'dropout_rate2': 0.27536398288040376, 'dropout_rate_fc': 0.3621919317178214, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 135, 'fc_hidden2': 11, 'hidden_dim1': 256, 'hidden_dim2': 128, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 64, 'num_head1': 4, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.002043648950968025, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 6, 'correlation_coefficient': 0.8190678435716032, 'min_train_loss': -15.621715784072876, 'min_test_loss': 0.05253183601263727, 'k_fold': 4}
{'device_num': 6, 'dropout_rate1': 0.2949855622575498, 'dropout_rate2': 0.27536398288040376, 'dropout_rate_fc': 0.3621919317178214, 'embedding_dim1': 512, 'embedding_dim2': 64, 'fc_hidden1': 135, 'fc_hidden2': 11, 'hidden_dim1': 256, 'hidden_dim2': 128, 'l2_regularization': 5e-06, 'latent_dim1': 256, 'latent_dim2': 64, 'num_head1': 4, 'num_head2': 2, 'seq_len': 20, 'train_base_learning_rate': 0.002043648950968025, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 6, 'transformer_num_layers2': 6, 'correlation_coefficient': 0.8045554930639113, 'min_train_loss': -15.651082992553711, 'min_test_loss': 0.05526226829104619, 'k_fold': 5}
{'device_num': 6, 'dropout_rate1': 0.40009613765376884, 'dropout_rate2': 0.34156164278187784, 'dropout_rate_fc': 0.40367793291665466, 'embedding_dim1': 512, 'embedding_dim2': 512, 'fc_hidden1': 225, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 5e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0016286556120580554, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.3158355481963191, 'min_train_loss': -7.0006358325481415, 'min_test_loss': 0.18946870191464577, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.40009613765376884, 'dropout_rate2': 0.34156164278187784, 'dropout_rate_fc': 0.40367793291665466, 'embedding_dim1': 512, 'embedding_dim2': 512, 'fc_hidden1': 225, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 5e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0016286556120580554, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.4801872689961928, 'min_train_loss': -10.515879571437836, 'min_test_loss': 0.16539220947957023, 'k_fold': 2}
{'device_num': 6, 'dropout_rate1': 0.40009613765376884, 'dropout_rate2': 0.34156164278187784, 'dropout_rate_fc': 0.40367793291665466, 'embedding_dim1': 512, 'embedding_dim2': 512, 'fc_hidden1': 225, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 5e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0016286556120580554, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.2567024362956172, 'min_train_loss': -4.707018777728081, 'min_test_loss': 0.16605808052159543, 'k_fold': 3}
{'device_num': 6, 'dropout_rate1': 0.40009613765376884, 'dropout_rate2': 0.34156164278187784, 'dropout_rate_fc': 0.40367793291665466, 'embedding_dim1': 512, 'embedding_dim2': 512, 'fc_hidden1': 225, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 5e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0016286556120580554, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.5239845382241308, 'min_train_loss': -12.123137950897217, 'min_test_loss': 0.11638823104451212, 'k_fold': 4}
{'device_num': 6, 'dropout_rate1': 0.40009613765376884, 'dropout_rate2': 0.34156164278187784, 'dropout_rate_fc': 0.40367793291665466, 'embedding_dim1': 512, 'embedding_dim2': 512, 'fc_hidden1': 225, 'fc_hidden2': 39, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 5e-05, 'latent_dim1': 256, 'latent_dim2': 128, 'num_head1': 2, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.0016286556120580554, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 4, 'transformer_num_layers2': 8, 'correlation_coefficient': 0.37740643248898514, 'min_train_loss': -8.002323269844055, 'min_test_loss': 0.16334991667479196, 'k_fold': 5}
{'device_num': 6, 'dropout_rate1': 0.2484216480334221, 'dropout_rate2': 0.3395246448078855, 'dropout_rate_fc': 0.37077969209022754, 'embedding_dim1': 128, 'embedding_dim2': 512, 'fc_hidden1': 67, 'fc_hidden2': 10, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.005684434709024836, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.07851190764321751, 'min_train_loss': -1.7070383355021477, 'min_test_loss': 0.178832080128267, 'k_fold': 1}
{'device_num': 6, 'dropout_rate1': 0.2484216480334221, 'dropout_rate2': 0.3395246448078855, 'dropout_rate_fc': 0.37077969209022754, 'embedding_dim1': 128, 'embedding_dim2': 512, 'fc_hidden1': 67, 'fc_hidden2': 10, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.005684434709024836, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.1078971347099311, 'min_train_loss': -1.5679779909551144, 'min_test_loss': 0.1946701930240472, 'k_fold': 2}
{'device_num': 6, 'dropout_rate1': 0.2484216480334221, 'dropout_rate2': 0.3395246448078855, 'dropout_rate_fc': 0.37077969209022754, 'embedding_dim1': 128, 'embedding_dim2': 512, 'fc_hidden1': 67, 'fc_hidden2': 10, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.005684434709024836, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.10741081492382697, 'min_train_loss': -1.5787272527813911, 'min_test_loss': 0.18925323843593037, 'k_fold': 3}
{'device_num': 6, 'dropout_rate1': 0.2484216480334221, 'dropout_rate2': 0.3395246448078855, 'dropout_rate_fc': 0.37077969209022754, 'embedding_dim1': 128, 'embedding_dim2': 512, 'fc_hidden1': 67, 'fc_hidden2': 10, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.005684434709024836, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 9, 'correlation_coefficient': 0, 'min_train_loss': 5.311795651912689, 'min_test_loss': 1.2984321339976428, 'k_fold': 4}
{'device_num': 6, 'dropout_rate1': 0.2484216480334221, 'dropout_rate2': 0.3395246448078855, 'dropout_rate_fc': 0.37077969209022754, 'embedding_dim1': 128, 'embedding_dim2': 512, 'fc_hidden1': 67, 'fc_hidden2': 10, 'hidden_dim1': 256, 'hidden_dim2': 256, 'l2_regularization': 5e-06, 'latent_dim1': 64, 'latent_dim2': 512, 'num_head1': 8, 'num_head2': 16, 'seq_len': 20, 'train_base_learning_rate': 0.005684434709024836, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 11, 'transformer_num_layers2': 9, 'correlation_coefficient': 0.12226543700897732, 'min_train_loss': -1.5381939373910427, 'min_test_loss': 0.18971360425521985, 'k_fold': 5}
{'device_num': 6, 'dropout_rate1': 0.3624690100077236, 'dropout_rate2': 0.18102327991978526, 'dropout_rate_fc': 0.2691075727977888, 'embedding_dim1': 256, 'embedding_dim2': 512, 'fc_hidden1': 162, 'fc_hidden2': 53, 'hidden_dim1': 256, 'hidden_dim2': 1024, 'l2_regularization': 2e-05, 'latent_dim1': 128, 'latent_dim2': 512, 'num_head1': 4, 'num_head2': 8, 'seq_len': 20, 'train_base_learning_rate': 0.014212326544076243, 'train_batch_size': 1024, 'train_epochs_num': 500, 'transformer_num_layers1': 5, 'transformer_num_layers2': 5, 'correlation_coefficient': 0, 'min_train_loss': 5.314727872610092, 'min_test_loss': 1.2888220307731004, 'k_fold': 1}
